"","patent_id","ipc_section"
"88296","10060880","G"
"88297","10060880","B"
"88298","10060881","G"
"88299","10060882","G"
"88300","10060883","G"
"88301","10060884","G"
"88302","10060885","G"
"88303","10060885","B"
"88304","10060886","G"
"88305","10060886","F"
"88306","10060887","G"
"88307","10060887","B"
"88308","10060888","G"
"88309","10060888","B"
"88310","10060889","G"
"88311","10060890","G"
"88312","10060891","G"
"88313","10060892","G"
"88314","10060892","C"
"88315","10060893","G"
"88316","10060894","G"
"88317","10060894","F"
"88318","10060895","G"
"88319","10060896","G"
"88320","10060897","G"
"88321","10060897","B"
"88322","10060898","G"
"88323","10060898","E"
"88324","10060899","G"
"88325","10060900","E"
"88326","10060900","G"
"88327","10060901","G"
"88328","10060902","G"
"88329","10060902","B"
"88330","10060902","A"
"88331","10060903","G"
"88332","10060903","C"
"88333","10060903","B"
"88334","10060904","G"
"88335","10060904","B"
"88336","10060904","C"
"88337","10060905","C"
"88338","10060905","G"
"88339","10060905","A"
"88340","10060905","B"
"88341","10060906","G"
"88342","10060907","G"
"88343","10060907","C"
"88344","10060908","A"
"88345","10060908","G"
"88346","10060908","C"
"88347","10060909","G"
"88348","10060909","A"
"88349","10060909","C"
"88350","10060910","C"
"88351","10060910","G"
"88352","10060911","G"
"88353","10060912","G"
"88354","10060913","G"
"88355","10060913","C"
"88356","10060914","G"
"88357","10060915","G"
"88358","10060915","B"
"88359","10060916","G"
"88360","10060917","G"
"88361","10060918","G"
"88362","10060918","C"
"88363","10060919","G"
"88364","10060919","B"
"88365","10060919","F"
"88366","10060920","G"
"88367","10060920","C"
"88368","10060921","C"
"88369","10060921","G"
"88370","10060922","A"
"88371","10060922","G"
"88372","10060923","G"
"88373","10060923","C"
"88374","10060924","G"
"88375","10060924","C"
"88376","10060924","A"
"88377","10060925","G"
"88378","10060925","C"
"88379","10060926","C"
"88380","10060926","G"
"88381","10060927","A"
"88382","10060927","C"
"88383","10060927","G"
"88384","10060928","G"
"88385","10060928","A"
"88386","10060929","G"
"88387","10060929","C"
"88388","10060930","G"
"88389","10060931","G"
"88390","10060931","A"
"88391","10060932","G"
"88392","10060932","A"
"88393","10060933","A"
"88394","10060933","G"
"88395","10060933","C"
"88396","10060934","G"
"88397","10060934","A"
"88398","10060935","C"
"88399","10060935","G"
"88400","10060936","G"
"88401","10060937","G"
"88402","10060938","G"
"88403","10060939","G"
"88404","10060939","A"
"88405","10060939","H"
"88406","10060940","G"
"88407","10060941","G"
"88408","10060942","G"
"88409","10060942","A"
"88410","10060943","G"
"88411","10060944","G"
"88412","10060945","G"
"88413","10060945","B"
"88414","10060946","G"
"88415","10060947","G"
"88416","10060947","B"
"88417","10060948","G"
"88418","10060949","G"
"88419","10060950","G"
"88420","10060951","G"
"88421","10060951","H"
"88422","10060952","G"
"88423","10060953","G"
"88424","10060954","G"
"88425","10060954","H"
"88426","10060955","G"
"88427","10060956","G"
"88428","10060957","G"
"88429","10060958","H"
"88430","10060958","G"
"88431","10060959","G"
"88432","10060960","G"
"88433","10060961","G"
"88434","10060962","H"
"88435","10060962","G"
"88436","10060963","G"
"88437","10060964","H"
"88438","10060964","G"
"88439","10060965","G"
"88440","10060966","H"
"88441","10060966","G"
"88442","10060967","G"
"88443","10060968","G"
"88444","10060969","G"
"88445","10060970","G"
"88446","10060971","G"
"88447","10060972","G"
"88448","10060972","B"
"88449","10060973","G"
"88450","10060974","G"
"88451","10060975","G"
"88452","10060976","G"
"88453","10060977","G"
"88454","10060978","G"
"88455","10060979","G"
"88456","10060980","G"
"88457","10060981","G"
"88458","10060982","G"
"88459","10060982","H"
"88460","10060982","F"
"88461","10060983","G"
"88462","10060983","H"
"88463","10060984","H"
"88464","10060984","G"
"88465","10060985","F"
"88466","10060985","G"
"88467","10060985","B"
"88468","10060985","H"
"88469","10060986","G"
"88470","10060987","G"
"88471","10060987","H"
"88472","10060988","G"
"88473","10060988","H"
"88474","10060989","G"
"88475","10060989","H"
"88476","10060990","G"
"88477","10060990","H"
"88478","10060991","G"
"88479","10060991","H"
"88480","10060992","G"
"88481","10060993","G"
"88482","10060994","G"
"88483","10060995","G"
"88484","10060996","G"
"88485","10060997","G"
"88486","10060997","A"
"88487","10060998","G"
"88488","10060999","G"
"88489","10061000","G"
"88490","10061001","G"
"88491","10061002","G"
"88492","10061003","G"
"88493","10061004","G"
"88494","10061005","G"
"88495","10061006","G"
"88496","10061007","G"
"88497","10061008","G"
"88498","10061009","G"
"88499","10061010","G"
"88500","10061010","H"
"88501","10061011","G"
"88502","10061012","G"
"88503","10061013","G"
"88504","10061014","G"
"88505","10061015","G"
"88506","10061016","G"
"88507","10061017","G"
"88508","10061018","G"
"88509","10061019","G"
"88510","10061020","G"
"88511","10061021","G"
"88512","10061022","G"
"88513","10061023","G"
"88514","10061024","G"
"88515","10061025","G"
"88516","10061026","G"
"88517","10061027","G"
"88518","10061027","H"
"88519","10061028","G"
"88520","10061029","G"
"88521","10061030","G"
"88522","10061031","G"
"88523","10061032","G"
"88524","10061033","G"
"88525","10061034","H"
"88526","10061034","G"
"88527","10061035","H"
"88528","10061035","G"
"88529","10061036","G"
"88530","10061036","H"
"88531","10061037","G"
"88532","10061038","G"
"88533","10061038","A"
"88534","10061039","G"
"88535","10061039","A"
"88536","10061039","H"
"88537","10061040","H"
"88538","10061040","G"
"88539","10061041","G"
"88540","10061042","H"
"88541","10061042","G"
"88542","10061043","G"
"88543","10061044","G"
"88544","10061045","G"
"88545","10061046","G"
"88546","10061047","G"
"88547","10061047","E"
"88548","10061048","G"
"88549","10061049","E"
"88550","10061049","G"
"88551","10061050","G"
"88552","10061050","E"
"88553","10061051","G"
"88554","10061051","E"
"88555","10061051","H"
"88556","10061052","G"
"88557","10061053","G"
"88558","10061053","E"
"88559","10061054","G"
"88560","10061054","E"
"88561","10061055","G"
"88562","10061056","G"
"88563","10061056","E"
"88564","10061057","G"
"88565","10061057","H"
"88566","10061058","G"
"88567","10061059","G"
"88568","10061060","G"
"88569","10061061","G"
"88570","10061061","E"
"88571","10061062","G"
"88572","10061063","G"
"88573","10061063","B"
"88574","10061064","G"
"88575","10061065","G"
"88576","10061065","C"
"88577","10061065","B"
"88578","10061066","G"
"88579","10061066","B"
"88580","10061067","G"
"88581","10061068","G"
"88582","10061069","G"
"88583","10061069","F"
"88584","10061070","F"
"88585","10061070","B"
"88586","10061071","F"
"88587","10061072","F"
"88588","10061072","G"
"88589","10061073","F"
"88590","10061073","G"
"88591","10061074","F"
"88592","10061075","F"
"88593","10061076","G"
"88594","10061076","F"
"88595","10061077","G"
"88596","10061077","F"
"88597","10061078","B"
"88598","10061078","G"
"88599","10061079","G"
"88600","10061080","G"
"88601","10061081","G"
"88602","10061082","G"
"88603","10061082","H"
"88604","10061083","G"
"88605","10061084","G"
"88606","10061085","G"
"88607","10061086","H"
"88608","10061086","G"
"88609","10061087","G"
"88610","10061088","G"
"88611","10061089","G"
"88612","10061089","H"
"88613","10061090","G"
"88614","10061091","G"
"88615","10061091","H"
"88616","10061092","G"
"88617","10061092","H"
"88618","10061093","G"
"88619","10061094","G"
"88620","10061095","G"
"88621","10061096","G"
"88622","10061097","G"
"88623","10061097","H"
"88624","10061098","G"
"88625","10061098","F"
"88626","10061099","G"
"88627","10061099","H"
"88628","10061100","G"
"88629","10061101","G"
"88630","10061102","G"
"88631","10061103","G"
"88632","10061104","G"
"88633","10061105","G"
"88634","10061106","G"
"88635","10061107","G"
"88636","10061108","G"
"88637","10061108","H"
"88638","10061109","G"
"88639","10061110","H"
"88640","10061110","G"
"88641","10061111","G"
"88642","10061112","G"
"88643","10061112","F"
"88644","10061113","G"
"88645","10061113","F"
"88646","10061113","H"
"88647","10061114","G"
"88648","10061114","H"
"88649","10061115","G"
"88650","10061116","G"
"88651","10061117","G"
"88652","10061118","G"
"88653","10061118","H"
"88654","10061119","G"
"88655","10061120","G"
"88656","10061121","F"
"88657","10061121","G"
"88658","10061122","G"
"88659","10061123","G"
"88660","10061124","G"
"88661","10061125","H"
"88662","10061125","G"
"88663","10061126","G"
"88664","10061128","G"
"88665","10061128","B"
"88666","10061129","G"
"88667","10061130","G"
"88668","10061130","H"
"88669","10061131","G"
"88670","10061131","H"
"88671","10061132","G"
"88672","10061133","G"
"88673","10061134","G"
"88674","10061134","H"
"88675","10061135","G"
"88676","10061135","H"
"88677","10061136","G"
"88678","10061137","G"
"88679","10061138","G"
"88680","10061138","B"
"88681","10061138","H"
"88682","10061138","E"
"88683","10061139","G"
"88684","10061139","H"
"88685","10061140","G"
"88686","10061141","G"
"88687","10061142","B"
"88688","10061142","G"
"88689","10061143","G"
"88690","10061143","A"
"88691","10061144","G"
"88692","10061145","G"
"88693","10061145","C"
"88694","10061146","G"
"88695","10061147","G"
"88696","10061148","G"
"88697","10061149","G"
"88698","10061150","G"
"88699","10061151","G"
"88700","10061151","H"
"88701","10061152","G"
"88702","10061153","G"
"88703","10061154","G"
"88704","10061154","B"
"88705","10061155","G"
"88706","10061156","G"
"88707","10061157","G"
"88708","10061158","G"
"88709","10061158","F"
"88710","10061159","G"
"88711","10061160","C"
"88712","10061160","G"
"88713","10061161","G"
"88714","10061162","G"
"88715","10061163","G"
"88716","10061164","G"
"88717","10061165","G"
"88718","10061166","G"
"88719","10061167","G"
"88720","10061168","G"
"88721","10061169","G"
"88722","10061170","H"
"88723","10061170","G"
"88724","10061170","B"
"88725","10061171","G"
"88726","10061172","G"
"88727","10061172","H"
"88728","10061173","H"
"88729","10061173","G"
"88730","10061174","G"
"88731","10061175","C"
"88732","10061175","G"
"88733","10061175","B"
"88734","10061176","G"
"88735","10061176","E"
"88736","10061177","G"
"88737","10061177","B"
"88738","10061177","C"
"88739","10061178","G"
"88740","10061178","B"
"88741","10061178","C"
"88742","10061178","E"
"88743","10061179","G"
"88744","10061179","H"
"88745","10061180","G"
"88746","10061180","B"
"88747","10061181","G"
"88748","10061181","H"
"88749","10061182","G"
"88750","10061182","H"
"88751","10061183","G"
"88752","10061184","G"
"88753","10061184","F"
"88754","10061185","G"
"88755","10061185","H"
"88756","10061186","G"
"88757","10061186","B"
"88758","10061186","H"
"88759","10061187","G"
"88760","10061187","H"
"88761","10061188","G"
"88762","10061188","F"
"88763","10061189","G"
"88764","10061189","H"
"88765","10061190","G"
"88766","10061191","G"
"88767","10061191","H"
"88768","10061192","G"
"88769","10061193","G"
"88770","10061193","H"
"88771","10061193","C"
"88772","10061194","G"
"88773","10061194","B"
"88774","10061195","G"
"88775","10061196","G"
"88776","10061197","H"
"88777","10061197","G"
"88778","10061198","A"
"88779","10061198","G"
"88780","10061198","H"
"88781","10061199","G"
"88782","10061200","B"
"88783","10061200","G"
"88784","10061201","G"
"88785","10061202","G"
"88786","10061203","G"
"88787","10061204","G"
"88788","10061205","G"
"88789","10061206","G"
"88790","10061207","G"
"88791","10061208","G"
"88792","10061209","G"
"88793","10061210","G"
"88794","10061210","H"
"88795","10061211","G"
"88796","10061212","G"
"88797","10061212","H"
"88798","10061213","G"
"88799","10061214","G"
"88800","10061215","G"
"88801","10061216","G"
"88802","10061217","G"
"88803","10061218","G"
"88804","10061219","G"
"88805","10061220","G"
"88806","10061221","G"
"88807","10061221","B"
"88808","10061222","G"
"88809","10061222","F"
"88810","10061223","G"
"88811","10061224","G"
"88812","10061225","G"
"88813","10061226","G"
"88814","10061227","G"
"88815","10061228","G"
"88816","10061228","F"
"88817","10061229","G"
"88818","10061230","G"
"88819","10061231","G"
"88820","10061232","G"
"88821","10061233","G"
"88822","10061234","G"
"88823","10061235","G"
"88824","10061236","G"
"88825","10061237","G"
"88826","10061238","G"
"88827","10061239","G"
"88828","10061240","G"
"88829","10061241","G"
"88830","10061242","G"
"88831","10061243","G"
"88832","10061244","G"
"88833","10061245","G"
"88834","10061245","H"
"88835","10061246","G"
"88836","10061247","G"
"88837","10061247","B"
"88838","10061248","G"
"88839","10061249","G"
"88840","10061250","G"
"88841","10061251","G"
"88842","10061251","H"
"88843","10061252","B"
"88844","10061252","G"
"88845","10061253","B"
"88846","10061253","G"
"88847","10061254","G"
"88848","10061255","B"
"88849","10061255","G"
"88850","10061256","G"
"88851","10061256","B"
"88852","10061256","F"
"88853","10061257","G"
"88854","10061257","B"
"88855","10061257","H"
"88856","10061258","G"
"88857","10061259","G"
"88858","10061260","G"
"88859","10061261","B"
"88860","10061261","G"
"88861","10061261","F"
"88862","10061262","G"
"88863","10061263","G"
"88864","10061264","G"
"88865","10061265","G"
"88866","10061266","F"
"88867","10061266","G"
"88868","10061266","B"
"88869","10061267","B"
"88870","10061267","G"
"88871","10061267","F"
"88872","10061268","B"
"88873","10061268","G"
"88874","10061268","F"
"88875","10061269","G"
"88876","10061270","G"
"88877","10061271","G"
"88878","10061272","H"
"88879","10061272","G"
"88880","10061273","G"
"88881","10061273","H"
"88882","10061274","G"
"88883","10061274","F"
"88884","10061275","G"
"88885","10061276","G"
"88886","10061276","H"
"88887","10061277","G"
"88888","10061277","B"
"88889","10061278","G"
"88890","10061279","G"
"88891","10061280","G"
"88892","10061280","H"
"88893","10061281","G"
"88894","10061282","G"
"88895","10061282","H"
"88896","10061283","G"
"88897","10061284","G"
"88898","10061284","B"
"88899","10061285","G"
"88900","10061285","H"
"88901","10061286","G"
"88902","10061287","G"
"88903","10061288","G"
"88904","10061288","H"
"88905","10061289","G"
"88906","10061289","H"
"88907","10061290","G"
"88908","10061291","G"
"88909","10061292","G"
"88910","10061292","B"
"88911","10061293","G"
"88912","10061294","G"
"88913","10061295","G"
"88914","10061296","B"
"88915","10061296","G"
"88916","10061297","G"
"88917","10061297","B"
"88918","10061298","G"
"88919","10061299","G"
"88920","10061300","G"
"88921","10061301","G"
"88922","10061301","B"
"88923","10061302","G"
"88924","10061302","B"
"88925","10061303","G"
"88926","10061303","B"
"88927","10061304","G"
"88928","10061305","G"
"88929","10061305","H"
"88930","10061306","G"
"88931","10061306","H"
"88932","10061307","G"
"88933","10061308","G"
"88934","10061308","B"
"88935","10061309","G"
"88936","10061310","G"
"88937","10061310","B"
"88938","10061311","G"
"88939","10061311","B"
"88940","10061312","G"
"88941","10061312","B"
"88942","10061313","G"
"88943","10061314","G"
"88944","10061314","B"
"88945","10061315","G"
"88946","10061315","B"
"88947","10061316","G"
"88948","10061317","G"
"88949","10061318","G"
"88950","10061318","B"
"88951","10061319","G"
"88952","10061319","B"
"88953","10061320","G"
"88954","10061320","B"
"88955","10061320","H"
"88956","10061321","G"
"88957","10061322","G"
"88958","10061323","E"
"88959","10061323","G"
"88960","10061323","F"
"88961","10061324","G"
"88962","10061324","H"
"88963","10061325","G"
"88964","10061325","B"
"88965","10061326","G"
"88966","10061326","B"
"88967","10061327","B"
"88968","10061327","G"
"88969","10061328","B"
"88970","10061328","G"
"88971","10061329","E"
"88972","10061329","G"
"88973","10061330","G"
"88974","10061330","F"
"88975","10061331","G"
"88976","10061332","H"
"88977","10061332","G"
"88978","10061333","G"
"88979","10061334","G"
"88980","10061334","H"
"88981","10061335","H"
"88982","10061335","G"
"88983","10061336","G"
"88984","10061337","G"
"88985","10061338","G"
"88986","10061338","H"
"88987","10061339","G"
"88988","10061339","H"
"88989","10061340","G"
"88990","10061340","H"
"88991","10061341","H"
"88992","10061341","G"
"88993","10061342","G"
"88994","10061342","B"
"88995","10061343","G"
"88996","10061343","E"
"88997","10061344","G"
"88998","10061345","G"
"88999","10061345","H"
"89000","10061346","G"
"89001","10061347","H"
"89002","10061347","G"
"89003","10061347","A"
"89004","10061348","G"
"89005","10061349","H"
"89006","10061349","G"
"89007","10061350","A"
"89008","10061350","G"
"89009","10061351","H"
"89010","10061351","G"
"89011","10061352","G"
"89012","10061352","H"
"89013","10061352","A"
"89014","10061353","G"
"89015","10061353","H"
"89016","10061353","F"
"89017","10061354","G"
"89018","10061354","H"
"89019","10061354","B"
"89020","10061355","G"
"89021","10061356","G"
"89022","10061356","H"
"89023","10061357","G"
"89024","10061358","H"
"89025","10061358","G"
"89026","10061359","G"
"89027","10061359","E"
"89028","10061360","H"
"89029","10061360","G"
"89030","10061360","E"
"89031","10061361","H"
"89032","10061361","G"
"89033","10061361","F"
"89034","10061362","H"
"89035","10061362","G"
"89036","10061363","G"
"89037","10061363","H"
"89038","10061364","H"
"89039","10061364","G"
"89040","10061365","G"
"89041","10061365","H"
"89042","10061366","G"
"89043","10061367","G"
"89044","10061368","G"
"89045","10061369","G"
"89046","10061370","G"
"89047","10061370","H"
"89048","10061371","G"
"89049","10061371","H"
"89050","10061372","G"
"89051","10061372","H"
"89052","10061373","G"
"89053","10061373","H"
"89054","10061374","G"
"89055","10061375","G"
"89056","10061376","G"
"89057","10061377","G"
"89058","10061378","G"
"89059","10061379","G"
"89060","10061379","H"
"89061","10061380","G"
"89062","10061381","G"
"89063","10061381","A"
"89064","10061382","G"
"89065","10061383","G"
"89066","10061384","G"
"89067","10061384","H"
"89068","10061385","G"
"89069","10061386","H"
"89070","10061386","G"
"89071","10061387","G"
"89072","10061388","G"
"89073","10061388","H"
"89074","10061389","G"
"89075","10061390","G"
"89076","10061391","G"
"89077","10061391","B"
"89078","10061391","H"
"89079","10061392","G"
"89080","10061393","G"
"89081","10061394","G"
"89082","10061394","H"
"89083","10061395","A"
"89084","10061395","G"
"89085","10061395","H"
"89086","10061396","G"
"89087","10061396","H"
"89088","10061397","G"
"89089","10061398","G"
"89090","10061399","G"
"89091","10061400","G"
"89092","10061401","G"
"89093","10061402","G"
"89094","10061403","G"
"89095","10061404","G"
"89096","10061405","G"
"89097","10061405","A"
"89098","10061406","G"
"89099","10061407","G"
"89100","10061408","G"
"89101","10061409","G"
"89102","10061410","G"
"89103","10061411","G"
"89104","10061412","G"
"89105","10061413","G"
"89106","10061414","G"
"89107","10061415","G"
"89108","10061416","G"
"89109","10061416","H"
"89110","10061417","G"
"89111","10061418","G"
"89112","10061419","G"
"89113","10061420","G"
"89114","10061421","G"
"89115","10061422","G"
"89116","10061423","G"
"89117","10061423","H"
"89118","10061424","G"
"89119","10061425","G"
"89120","10061426","G"
"89121","10061427","G"
"89122","10061428","G"
"89123","10061429","G"
"89124","10061430","G"
"89125","10061431","G"
"89126","10061431","B"
"89127","10061432","G"
"89128","10061433","G"
"89129","10061433","B"
"89130","10061434","G"
"89131","10061434","H"
"89132","10061435","G"
"89133","10061436","G"
"89134","10061437","G"
"89135","10061438","G"
"89136","10061439","G"
"89137","10061440","G"
"89138","10061441","G"
"89139","10061442","G"
"89140","10061443","G"
"89141","10061444","G"
"89142","10061445","G"
"89143","10061446","G"
"89144","10061447","G"
"89145","10061447","H"
"89146","10061448","G"
"89147","10061449","G"
"89148","10061450","G"
"89149","10061451","G"
"89150","10061451","H"
"89151","10061452","G"
"89152","10061453","G"
"89153","10061454","G"
"89154","10061454","B"
"89155","10061454","C"
"89156","10061455","G"
"89157","10061457","G"
"89158","10061458","G"
"89159","10061459","G"
"89160","10061460","G"
"89161","10061461","G"
"89162","10061461","B"
"89163","10061461","C"
"89164","10061462","D"
"89165","10061462","G"
"89166","10061463","G"
"89167","10061464","G"
"89168","10061465","G"
"89169","10061465","H"
"89170","10061466","G"
"89171","10061467","G"
"89172","10061467","H"
"89173","10061468","G"
"89174","10061468","A"
"89175","10061469","G"
"89176","10061470","G"
"89177","10061470","B"
"89178","10061470","H"
"89179","10061471","G"
"89180","10061472","G"
"89181","10061472","H"
"89182","10061473","G"
"89183","10061474","G"
"89184","10061475","G"
"89185","10061476","G"
"89186","10061477","G"
"89187","10061478","G"
"89188","10061479","G"
"89189","10061479","H"
"89190","10061480","G"
"89191","10061481","G"
"89192","10061481","B"
"89193","10061482","G"
"89194","10061483","G"
"89195","10061483","A"
"89196","10061483","H"
"89197","10061484","G"
"89198","10061484","H"
"89199","10061485","G"
"89200","10061486","G"
"89201","10061487","H"
"89202","10061487","G"
"89203","10061488","G"
"89204","10061488","H"
"89205","10061489","G"
"89206","10061490","G"
"89207","10061490","H"
"89208","10061491","G"
"89209","10061492","G"
"89210","10061492","H"
"89211","10061493","G"
"89212","10061494","G"
"89213","10061495","G"
"89214","10061496","G"
"89215","10061497","G"
"89216","10061498","G"
"89217","10061499","G"
"89218","10061500","G"
"89219","10061501","G"
"89220","10061502","G"
"89221","10061502","H"
"89222","10061503","G"
"89223","10061504","G"
"89224","10061504","B"
"89225","10061505","G"
"89226","10061506","G"
"89227","10061507","G"
"89228","10061508","G"
"89229","10061508","B"
"89230","10061508","H"
"89231","10061509","G"
"89232","10061510","G"
"89233","10061511","G"
"89234","10061512","G"
"89235","10061513","G"
"89236","10061513","H"
"89237","10061514","H"
"89238","10061514","G"
"89239","10061515","G"
"89240","10061516","G"
"89241","10061517","G"
"89242","10061518","G"
"89243","10061519","G"
"89244","10061520","G"
"89245","10061521","G"
"89246","10061522","G"
"89247","10061523","G"
"89248","10061524","G"
"89249","10061525","G"
"89250","10061526","G"
"89251","10061527","G"
"89252","10061528","G"
"89253","10061529","G"
"89254","10061530","G"
"89255","10061530","H"
"89256","10061531","G"
"89257","10061531","H"
"89258","10061532","G"
"89259","10061533","G"
"89260","10061534","G"
"89261","10061535","G"
"89262","10061536","G"
"89263","10061537","G"
"89264","10061537","H"
"89265","10061538","G"
"89266","10061539","G"
"89267","10061540","G"
"89268","10061541","G"
"89269","10061542","G"
"89270","10061544","G"
"89271","10061545","G"
"89272","10061545","H"
"89273","10061546","G"
"89274","10061546","H"
"89275","10061547","G"
"89276","10061547","H"
"89277","10061548","G"
"89278","10061549","G"
"89279","10061550","G"
"89280","10061550","H"
"89281","10061551","G"
"89282","10061551","H"
"89283","10061552","G"
"89284","10061552","H"
"89285","10061553","F"
"89286","10061553","G"
"89287","10061554","G"
"89288","10061555","G"
"89289","10061555","H"
"89290","10061556","G"
"89291","10061556","H"
"89292","10061557","G"
"89293","10061557","H"
"89294","10061557","B"
"89295","10061558","G"
"89296","10061558","H"
"89297","10061559","G"
"89298","10061560","G"
"89299","10061561","G"
"89300","10061562","G"
"89301","10061563","G"
"89302","10061564","G"
"89303","10061564","H"
"89304","10061565","G"
"89305","10061566","G"
"89306","10061567","G"
"89307","10061568","G"
"89308","10061569","G"
"89309","10061570","G"
"89310","10061571","G"
"89311","10061572","G"
"89312","10061573","G"
"89313","10061574","G"
"89314","10061575","G"
"89315","10061575","H"
"89316","10061576","G"
"89317","10061576","B"
"89318","10061577","G"
"89319","10061578","G"
"89320","10061578","H"
"89321","10061579","G"
"89322","10061580","G"
"89323","10061581","G"
"89324","10061582","G"
"89325","10061583","G"
"89326","10061584","G"
"89327","10061585","G"
"89328","10061585","H"
"89329","10061586","G"
"89330","10061587","G"
"89331","10061588","G"
"89332","10061589","G"
"89333","10061590","G"
"89334","10061591","G"
"89335","10061592","G"
"89336","10061593","G"
"89337","10061594","G"
"89338","10061595","G"
"89339","10061596","G"
"89340","10061597","G"
"89341","10061598","G"
"89342","10061599","G"
"89343","10061600","G"
"89344","10061601","G"
"89345","10061602","G"
"89346","10061603","G"
"89347","10061604","G"
"89348","10061605","G"
"89349","10061605","H"
"89350","10061606","G"
"89351","10061607","G"
"89352","10061608","G"
"89353","10061609","G"
"89354","10061610","G"
"89355","10061611","G"
"89356","10061611","H"
"89357","10061612","G"
"89358","10061612","H"
"89359","10061613","G"
"89360","10061614","G"
"89361","10061615","G"
"89362","10061616","G"
"89363","10061617","G"
"89364","10061618","G"
"89365","10061619","G"
"89366","10061620","G"
"89367","10061621","G"
"89368","10061622","G"
"89369","10061623","G"
"89370","10061624","G"
"89371","10061624","H"
"89372","10061625","G"
"89373","10061626","G"
"89374","10061627","G"
"89375","10061628","G"
"89376","10061629","G"
"89377","10061630","G"
"89378","10061630","H"
"89379","10061631","G"
"89380","10061632","G"
"89381","10061632","H"
"89382","10061633","G"
"89383","10061634","G"
"89384","10061634","H"
"89385","10061635","G"
"89386","10061635","H"
"89387","10061636","G"
"89388","10061636","H"
"89389","10061637","G"
"89390","10061638","G"
"89391","10061639","G"
"89392","10061640","H"
"89393","10061640","G"
"89394","10061641","G"
"89395","10061642","G"
"89396","10061643","G"
"89397","10061643","H"
"89398","10061644","G"
"89399","10061645","G"
"89400","10061646","G"
"89401","10061647","G"
"89402","10061648","G"
"89403","10061648","H"
"89404","10061649","G"
"89405","10061650","G"
"89406","10061650","H"
"89407","10061651","G"
"89408","10061652","G"
"89409","10061652","H"
"89410","10061653","G"
"89411","10061654","G"
"89412","10061655","G"
"89413","10061656","G"
"89414","10061657","G"
"89415","10061658","G"
"89416","10061659","G"
"89417","10061660","G"
"89418","10061661","G"
"89419","10061662","G"
"89420","10061663","G"
"89421","10061663","H"
"89422","10061664","G"
"89423","10061664","H"
"89424","10061665","G"
"89425","10061665","H"
"89426","10061666","G"
"89427","10061666","H"
"89428","10061667","G"
"89429","10061668","G"
"89430","10061669","G"
"89431","10061670","G"
"89432","10061671","G"
"89433","10061672","G"
"89434","10061673","G"
"89435","10061674","G"
"89436","10061674","H"
"89437","10061675","G"
"89438","10061676","G"
"89439","10061677","G"
"89440","10061678","G"
"89441","10061679","G"
"89442","10061680","G"
"89443","10061681","G"
"89444","10061682","G"
"89445","10061683","G"
"89446","10061684","G"
"89447","10061684","H"
"89448","10061685","G"
"89449","10061686","G"
"89450","10061687","G"
"89451","10061688","G"
"89452","10061689","G"
"89453","10061690","G"
"89454","10061691","G"
"89455","10061692","G"
"89456","10061693","G"
"89457","10061694","G"
"89458","10061695","G"
"89459","10061696","G"
"89460","10061697","G"
"89461","10061698","G"
"89462","10061699","G"
"89463","10061700","G"
"89464","10061701","G"
"89465","10061702","G"
"89466","10061703","G"
"89467","10061704","G"
"89468","10061705","G"
"89469","10061706","G"
"89470","10061707","G"
"89471","10061708","G"
"89472","10061709","G"
"89473","10061710","G"
"89474","10061711","G"
"89475","10061712","G"
"89476","10061713","G"
"89477","10061714","G"
"89478","10061715","G"
"89479","10061716","H"
"89480","10061716","G"
"89481","10061717","H"
"89482","10061717","G"
"89483","10061718","G"
"89484","10061719","G"
"89485","10061720","G"
"89486","10061720","H"
"89487","10061721","G"
"89488","10061722","G"
"89489","10061723","G"
"89490","10061724","G"
"89491","10061725","G"
"89492","10061726","G"
"89493","10061726","H"
"89494","10061727","G"
"89495","10061728","G"
"89496","10061729","G"
"89497","10061730","G"
"89498","10061730","H"
"89499","10061731","G"
"89500","10061732","G"
"89501","10061733","G"
"89502","10061733","A"
"89503","10061734","G"
"89504","10061735","G"
"89505","10061736","G"
"89506","10061737","G"
"89507","10061738","G"
"89508","10061738","H"
"89509","10061739","G"
"89510","10061740","H"
"89511","10061740","G"
"89512","10061741","G"
"89513","10061742","G"
"89514","10061742","H"
"89515","10061743","G"
"89516","10061743","H"
"89517","10061744","G"
"89518","10061745","G"
"89519","10061745","F"
"89520","10061746","G"
"89521","10061747","G"
"89522","10061747","H"
"89523","10061748","G"
"89524","10061749","G"
"89525","10061750","G"
"89526","10061751","G"
"89527","10061752","G"
"89528","10061753","G"
"89529","10061754","G"
"89530","10061755","G"
"89531","10061756","G"
"89532","10061756","H"
"89533","10061757","G"
"89534","10061758","G"
"89535","10061759","G"
"89536","10061760","G"
"89537","10061761","G"
"89538","10061761","H"
"89539","10061762","G"
"89540","10061762","H"
"89541","10061763","G"
"89542","10061764","G"
"89543","10061765","G"
"89544","10061766","G"
"89545","10061767","G"
"89546","10061768","G"
"89547","10061769","G"
"89548","10061770","G"
"89549","10061771","G"
"89550","10061772","G"
"89551","10061773","G"
"89552","10061774","G"
"89553","10061775","G"
"89554","10061775","H"
"89555","10061776","H"
"89556","10061776","G"
"89557","10061777","G"
"89558","10061778","G"
"89559","10061778","H"
"89560","10061779","G"
"89561","10061779","H"
"89562","10061780","G"
"89563","10061780","H"
"89564","10061781","G"
"89565","10061781","H"
"89566","10061782","H"
