"","patent_id","ipc_section"
"38639","10026600","H"
"38640","10026600","G"
"38641","10026601","H"
"38642","10026602","H"
"38643","10026603","H"
"38644","10026604","H"
"38645","10026604","B"
"38646","10026605","H"
"38647","10026606","H"
"38648","10026606","C"
"38649","10026607","C"
"38650","10026607","H"
"38651","10026608","H"
"38652","10026609","H"
"38653","10026609","G"
"38654","10026609","B"
"38655","10026610","C"
"38656","10026610","H"
"38657","10026611","H"
"38658","10026612","C"
"38659","10026612","H"
"38660","10026613","H"
"38661","10026614","H"
"38662","10026615","H"
"38663","10026616","H"
"38664","10026616","C"
"38665","10026617","B"
"38666","10026617","H"
"38667","10026617","C"
"38668","10026618","H"
"38669","10026618","B"
"38670","10026618","C"
"38671","10026619","B"
"38672","10026619","H"
"38673","10026620","H"
"38674","10026621","H"
"38675","10026622","H"
"38676","10026623","H"
"38677","10026623","B"
"38678","10026624","H"
"38679","10026625","H"
"38680","10026625","C"
"38681","10026626","H"
"38682","10026627","H"
"38683","10026627","B"
"38684","10026628","C"
"38685","10026628","H"
"38686","10026629","H"
"38687","10026629","B"
"38688","10026630","H"
"38689","10026631","H"
"38690","10026632","H"
"38691","10026633","B"
"38692","10026633","H"
"38693","10026633","C"
"38694","10026634","H"
"38695","10026635","H"
"38696","10026636","H"
"38697","10026636","B"
"38698","10026637","C"
"38699","10026637","H"
"38700","10026637","B"
"38701","10026638","H"
"38702","10026638","C"
"38703","10026639","H"
"38704","10026640","H"
"38705","10026641","H"
"38706","10026642","H"
"38707","10026643","H"
"38708","10026644","H"
"38709","10026644","G"
"38710","10026645","H"
"38711","10026646","H"
"38712","10026647","H"
"38713","10026648","G"
"38714","10026648","H"
"38715","10026649","H"
"38716","10026650","C"
"38717","10026650","H"
"38718","10026651","H"
"38719","10026651","C"
"38720","10026652","H"
"38721","10026653","H"
"38722","10026654","H"
"38723","10026655","H"
"38724","10026656","H"
"38725","10026657","H"
"38726","10026658","H"
"38727","10026659","H"
"38728","10026660","H"
"38729","10026661","G"
"38730","10026661","H"
"38731","10026662","H"
"38732","10026663","H"
"38733","10026664","G"
"38734","10026664","H"
"38735","10026665","H"
"38736","10026666","H"
"38737","10026667","H"
"38738","10026668","H"
"38739","10026669","H"
"38740","10026670","H"
"38741","10026671","H"
"38742","10026672","H"
"38743","10026673","H"
"38744","10026674","H"
"38745","10026675","H"
"38746","10026676","H"
"38747","10026677","H"
"38748","10026678","H"
"38749","10026679","H"
"38750","10026680","H"
"38751","10026681","H"
"38752","10026682","H"
"38753","10026683","H"
"38754","10026684","H"
"38755","10026685","H"
"38756","10026686","H"
"38757","10026687","H"
"38758","10026688","H"
"38759","10026689","H"
"38760","10026690","G"
"38761","10026690","H"
"38762","10026691","H"
"38763","10026692","H"
"38764","10026693","H"
"38765","10026694","H"
"38766","10026695","H"
"38767","10026698","H"
"38768","10026699","H"
"38769","10026700","H"
"38770","10026701","H"
"38771","10026702","H"
"38772","10026703","H"
"38773","10026704","H"
"38774","10026706","H"
"38775","10026707","H"
"38776","10026707","C"
"38777","10026708","H"
"38778","10026709","H"
"38779","10026710","H"
"38780","10026711","B"
"38781","10026711","H"
"38782","10026711","C"
"38783","10026712","H"
"38784","10026714","H"
"38785","10026715","H"
"38786","10026716","H"
"38787","10026717","H"
"38788","10026717","B"
"38789","10026718","H"
"38790","10026719","H"
"38791","10026720","H"
"38792","10026721","H"
"38793","10026721","F"
"38794","10026721","G"
"38795","10026722","H"
"38796","10026723","H"
"38797","10026723","G"
"38798","10026724","H"
"38799","10026725","G"
"38800","10026725","H"
"38801","10026726","H"
"38802","10026727","H"
"38803","10026728","H"
"38804","10026729","H"
"38805","10026730","H"
"38806","10026731","H"
"38807","10026732","H"
"38808","10026733","H"
"38809","10026734","H"
"38810","10026735","H"
"38811","10026736","H"
"38812","10026737","H"
"38813","10026738","H"
"38814","10026739","H"
"38815","10026740","H"
"38816","10026741","H"
"38817","10026742","H"
"38818","10026743","H"
"38819","10026744","H"
"38820","10026745","H"
"38821","10026746","H"
"38822","10026746","G"
"38823","10026747","G"
"38824","10026747","H"
"38825","10026748","G"
"38826","10026748","H"
"38827","10026749","H"
"38828","10026750","G"
"38829","10026750","H"
"38830","10026751","H"
"38831","10026752","H"
"38832","10026753","H"
"38833","10026754","H"
"38834","10026754","G"
"38835","10026755","H"
"38836","10026756","H"
"38837","10026757","H"
"38838","10026758","H"
"38839","10026759","H"
"38840","10026759","G"
"38841","10026760","B"
"38842","10026760","H"
"38843","10026761","H"
"38844","10026762","H"
"38845","10026763","H"
"38846","10026764","H"
"38847","10026765","H"
"38848","10026765","G"
"38849","10026766","H"
"38850","10026767","H"
"38851","10026768","H"
"38852","10026768","G"
"38853","10026769","H"
"38854","10026770","H"
"38855","10026771","H"
"38856","10026772","H"
"38857","10026773","H"
"38858","10026774","H"
"38859","10026775","H"
"38860","10026776","H"
"38861","10026777","H"
"38862","10026777","F"
"38863","10026778","H"
"38864","10026779","H"
"38865","10026780","H"
"38866","10026781","H"
"38867","10026782","H"
"38868","10026782","G"
"38869","10026783","H"
"38870","10026784","H"
"38871","10026785","H"
"38872","10026785","G"
"38873","10026786","H"
"38874","10026787","H"
"38875","10026788","H"
"38876","10026789","H"
"38877","10026789","G"
"38878","10026790","H"
"38879","10026791","H"
"38880","10026792","H"
"38881","10026793","H"
"38882","10026793","G"
"38883","10026794","H"
"38884","10026794","G"
"38885","10026795","H"
"38886","10026796","G"
"38887","10026796","H"
"38888","10026797","H"
"38889","10026798","H"
"38890","10026798","G"
"38891","10026799","G"
"38892","10026799","H"
"38893","10026800","H"
"38894","10026801","H"
"38895","10026802","H"
"38896","10026803","H"
"38897","10026804","H"
"38898","10026805","H"
"38899","10026806","H"
"38900","10026807","H"
"38901","10026808","H"
"38902","10026809","H"
"38903","10026810","H"
"38904","10026811","H"
"38905","10026812","H"
"38906","10026813","H"
"38907","10026814","H"
"38908","10026815","H"
"38909","10026816","H"
"38910","10026816","C"
"38911","10026817","H"
"38912","10026818","H"
"38913","10026819","H"
"38914","10026820","H"
"38915","10026821","H"
"38916","10026822","H"
"38917","10026823","H"
"38918","10026824","H"
"38919","10026825","H"
"38920","10026826","H"
"38921","10026827","H"
"38922","10026828","H"
"38923","10026829","H"
"38924","10026829","B"
"38925","10026830","H"
"38926","10026831","H"
"38927","10026832","H"
"38928","10026833","H"
"38929","10026834","H"
"38930","10026835","H"
"38931","10026836","H"
"38932","10026837","H"
"38933","10026838","H"
"38934","10026839","H"
"38935","10026840","H"
"38936","10026841","H"
"38937","10026842","H"
"38938","10026843","H"
"38939","10026844","H"
"38940","10026845","H"
"38941","10026846","H"
"38942","10026847","H"
"38943","10026848","G"
"38944","10026848","H"
"38945","10026849","H"
"38946","10026850","H"
"38947","10026851","H"
"38948","10026852","H"
"38949","10026852","G"
"38950","10026853","H"
"38951","10026854","H"
"38952","10026855","C"
"38953","10026855","H"
"38954","10026856","H"
"38955","10026857","H"
"38956","10026857","B"
"38957","10026858","H"
"38958","10026858","C"
"38959","10026859","H"
"38960","10026860","H"
"38961","10026861","H"
"38962","10026862","H"
"38963","10026863","H"
"38964","10026864","H"
"38965","10026866","H"
"38966","10026867","H"
"38967","10026868","H"
"38968","10026869","H"
"38969","10026870","H"
"38970","10026871","H"
"38971","10026872","H"
"38972","10026873","H"
"38973","10026874","H"
"38974","10026874","F"
"38975","10026874","C"
"38976","10026875","H"
"38977","10026876","H"
"38978","10026877","H"
"38979","10026879","H"
"38980","10026880","H"
"38981","10026881","H"
"38982","10026882","H"
"38983","10026883","H"
"38984","10026883","F"
"38985","10026884","H"
"38986","10026884","F"
"38987","10026885","H"
"38988","10026886","H"
"38989","10026887","H"
"38990","10026888","H"
"38991","10026889","H"
"38992","10026890","H"
"38993","10026890","G"
"38994","10026891","H"
"38995","10026892","H"
"38996","10026892","G"
"38997","10026893","H"
"38998","10026893","G"
"38999","10026894","H"
"39000","10026894","B"
"39001","10026895","H"
"39002","10026896","H"
"39003","10026896","G"
"39004","10026897","H"
"39005","10026898","H"
"39006","10026898","C"
"39007","10026899","H"
"39008","10026899","C"
"39009","10026900","H"
"39010","10026901","H"
"39011","10026901","C"
"39012","10026902","H"
"39013","10026902","C"
"39014","10026903","H"
"39015","10026903","C"
"39016","10026904","H"
"39017","10026904","C"
"39018","10026905","H"
"39019","10026905","C"
"39020","10026906","H"
"39021","10026906","C"
"39022","10026907","H"
"39023","10026907","C"
"39024","10026908","H"
"39025","10026908","C"
"39026","10026909","H"
"39027","10026909","C"
"39028","10026910","H"
"39029","10026911","H"
"39030","10026912","H"
"39031","10026912","B"
"39032","10026913","H"
"39033","10026913","C"
"39034","10026913","B"
"39035","10026914","H"
"39036","10026915","H"
"39037","10026916","H"
"39038","10026916","G"
"39039","10026917","H"
"39040","10026918","H"
"39041","10026919","H"
"39042","10026920","H"
"39043","10026921","H"
"39044","10026922","H"
"39045","10026923","H"
"39046","10026923","C"
"39047","10026924","H"
"39048","10026925","H"
"39049","10026926","H"
"39050","10026927","H"
"39051","10026928","H"
"39052","10026929","H"
"39053","10026929","B"
"39054","10026929","G"
"39055","10026930","B"
"39056","10026930","H"
"39057","10026931","H"
"39058","10026931","C"
"39059","10026932","H"
"39060","10026933","H"
"39061","10026934","H"
"39062","10026935","H"
"39063","10026935","B"
"39064","10026936","H"
"39065","10026937","H"
"39066","10026938","H"
"39067","10026939","B"
"39068","10026939","H"
"39069","10026940","H"
"39070","10026940","B"
"39071","10026941","H"
"39072","10026942","H"
"39073","10026943","H"
"39074","10026944","H"
"39075","10026945","H"
"39076","10026946","H"
"39077","10026947","H"
"39078","10026947","B"
"39079","10026948","H"
"39080","10026949","H"
"39081","10026950","H"
"39082","10026951","B"
"39083","10026951","H"
"39084","10026952","H"
"39085","10026953","H"
"39086","10026954","H"
"39087","10026955","H"
"39088","10026955","C"
"39089","10026956","H"
"39090","10026957","H"
"39091","10026957","C"
"39092","10026958","H"
"39093","10026959","H"
"39094","10026960","H"
"39095","10026961","H"
"39096","10026961","C"
"39097","10026962","H"
"39098","10026963","C"
"39099","10026963","H"
"39100","10026964","H"
"39101","10026965","H"
"39102","10026966","H"
"39103","10026966","B"
"39104","10026967","H"
"39105","10026967","C"
"39106","10026968","H"
"39107","10026969","H"
"39108","10026969","C"
"39109","10026970","H"
"39110","10026970","C"
"39111","10026971","H"
"39112","10026972","H"
"39113","10026973","H"
"39114","10026973","C"
"39115","10026973","B"
"39116","10026973","G"
"39117","10026974","H"
"39118","10026974","F"
"39119","10026975","H"
"39120","10026976","H"
"39121","10026977","H"
"39122","10026978","H"
"39123","10026978","C"
"39124","10026979","H"
"39125","10026980","G"
"39126","10026980","H"
"39127","10026980","B"
"39128","10026981","H"
"39129","10026982","H"
"39130","10026982","C"
"39131","10026983","C"
"39132","10026983","H"
"39133","10026984","H"
"39134","10026984","C"
"39135","10026985","H"
"39136","10026986","H"
"39137","10026987","H"
"39138","10026988","H"
"39139","10026989","H"
"39140","10026990","H"
"39141","10026990","C"
"39142","10026991","C"
"39143","10026991","H"
"39144","10026992","H"
"39145","10026993","C"
"39146","10026993","H"
"39147","10026994","H"
"39148","10026995","H"
"39149","10026996","H"
"39150","10026997","H"
"39151","10026998","H"
"39152","10026998","B"
"39153","10026999","H"
"39154","10026999","G"
"39155","10027000","H"
"39156","10027000","G"
"39157","10027001","H"
"39158","10027001","B"
"39159","10027002","H"
"39160","10027002","B"
"39161","10027003","H"
"39162","10027004","H"
"39163","10027005","H"
"39164","10027006","H"
"39165","10027007","H"
"39166","10027008","H"
"39167","10027009","H"
"39168","10027010","H"
"39169","10027010","B"
"39170","10027011","H"
"39171","10027012","H"
"39172","10027013","G"
"39173","10027013","H"
"39174","10027014","H"
"39175","10027015","H"
"39176","10027016","H"
"39177","10027016","A"
"39178","10027017","G"
"39179","10027017","H"
"39180","10027018","H"
"39181","10027019","H"
"39182","10027020","H"
"39183","10027021","H"
"39184","10027022","H"
"39185","10027023","H"
"39186","10027024","H"
"39187","10027025","H"
"39188","10027026","H"
"39189","10027027","H"
"39190","10027028","H"
"39191","10027029","H"
"39192","10027030","H"
"39193","10027031","H"
"39194","10027032","H"
"39195","10027033","H"
"39196","10027034","H"
"39197","10027035","H"
"39198","10027035","C"
"39199","10027036","H"
"39200","10027037","H"
"39201","10027038","H"
"39202","10027039","H"
"39203","10027040","H"
"39204","10027041","H"
"39205","10027042","H"
"39206","10027043","H"
"39207","10027044","H"
"39208","10027044","G"
"39209","10027046","H"
"39210","10027047","H"
"39211","10027048","H"
"39212","10027049","H"
"39213","10027050","H"
"39214","10027051","H"
"39215","10027052","H"
"39216","10027053","H"
"39217","10027054","H"
"39218","10027055","H"
"39219","10027056","H"
"39220","10027057","H"
"39221","10027058","H"
"39222","10027059","H"
"39223","10027060","H"
"39224","10027060","G"
"39225","10027061","H"
"39226","10027062","H"
"39227","10027063","H"
"39228","10027064","H"
"39229","10027065","H"
"39230","10027066","H"
"39231","10027067","H"
"39232","10027068","H"
"39233","10027069","H"
"39234","10027070","H"
"39235","10027071","H"
"39236","10027072","H"
"39237","10027073","H"
"39238","10027074","H"
"39239","10027075","H"
"39240","10027075","A"
"39241","10027076","H"
"39242","10027077","H"
"39243","10027078","H"
"39244","10027079","H"
"39245","10027080","H"
"39246","10027081","H"
"39247","10027082","H"
"39248","10027083","H"
"39249","10027084","B"
"39250","10027084","H"
"39251","10027085","H"
"39252","10027085","B"
"39253","10027085","C"
"39254","10027085","G"
"39255","10027086","H"
"39256","10027087","H"
"39257","10027088","H"
"39258","10027088","G"
"39259","10027089","G"
"39260","10027089","H"
"39261","10027090","H"
"39262","10027091","H"
"39263","10027092","H"
"39264","10027093","H"
"39265","10027094","H"
"39266","10027095","H"
"39267","10027096","H"
"39268","10027097","G"
"39269","10027097","H"
"39270","10027098","H"
"39271","10027099","H"
"39272","10027100","B"
"39273","10027100","H"
"39274","10027101","H"
"39275","10027102","H"
"39276","10027103","H"
"39277","10027103","G"
"39278","10027104","H"
"39279","10027105","H"
"39280","10027105","G"
"39281","10027106","H"
"39282","10027106","G"
"39283","10027107","H"
"39284","10027108","H"
"39285","10027108","G"
"39286","10027109","H"
"39287","10027110","H"
"39288","10027111","H"
"39289","10027112","H"
"39290","10027113","G"
"39291","10027113","H"
"39292","10027114","H"
"39293","10027115","H"
"39294","10027116","H"
"39295","10027116","G"
"39296","10027117","H"
"39297","10027118","H"
"39298","10027119","H"
"39299","10027120","H"
"39300","10027121","H"
"39301","10027122","H"
"39302","10027123","H"
"39303","10027124","H"
"39304","10027125","H"
"39305","10027126","H"
"39306","10027127","G"
"39307","10027127","H"
"39308","10027128","H"
"39309","10027128","G"
"39310","10027129","H"
"39311","10027129","G"
"39312","10027130","H"
"39313","10027131","H"
"39314","10027132","H"
"39315","10027132","G"
"39316","10027133","H"
"39317","10027134","H"
"39318","10027134","G"
"39319","10027135","H"
"39320","10027136","H"
"39321","10027136","B"
"39322","10027137","H"
"39323","10027137","G"
"39324","10027138","H"
"39325","10027139","H"
"39326","10027140","H"
"39327","10027141","H"
"39328","10027141","G"
"39329","10027141","B"
"39330","10027142","B"
"39331","10027142","H"
"39332","10027143","H"
"39333","10027143","B"
"39334","10027144","H"
"39335","10027144","G"
"39336","10027145","H"
"39337","10027145","B"
"39338","10027146","H"
"39339","10027147","H"
"39340","10027147","B"
"39341","10027148","H"
"39342","10027148","B"
"39343","10027149","H"
"39344","10027149","G"
"39345","10027150","H"
"39346","10027151","H"
"39347","10027152","H"
"39348","10027153","H"
"39349","10027153","G"
"39350","10027154","H"
"39351","10027154","F"
"39352","10027154","G"
"39353","10027155","H"
"39354","10027156","H"
"39355","10027157","H"
"39356","10027157","A"
"39357","10027157","G"
"39358","10027158","H"
"39359","10027159","H"
"39360","10027160","H"
"39361","10027161","H"
"39362","10027162","H"
"39363","10027162","B"
"39364","10027162","G"
"39365","10027163","H"
"39366","10027164","H"
"39367","10027165","H"
"39368","10027166","H"
"39369","10027166","F"
"39370","10027167","H"
"39371","10027168","H"
"39372","10027168","G"
"39373","10027169","H"
"39374","10027170","H"
"39375","10027170","G"
"39376","10027171","H"
"39377","10027172","H"
"39378","10027173","H"
"39379","10027174","H"
"39380","10027175","H"
"39381","10027176","H"
"39382","10027177","H"
"39383","10027178","H"
"39384","10027179","H"
"39385","10027179","A"
"39386","10027180","H"
"39387","10027181","H"
"39388","10027182","H"
"39389","10027183","G"
"39390","10027183","H"
"39391","10027184","H"
"39392","10027184","G"
"39393","10027184","B"
"39394","10027185","H"
"39395","10027186","H"
"39396","10027187","H"
"39397","10027188","H"
"39398","10027188","B"
"39399","10027189","H"
"39400","10027190","H"
"39401","10027191","H"
"39402","10027191","F"
"39403","10027192","H"
"39404","10027193","H"
"39405","10027193","F"
"39406","10027194","H"
"39407","10027194","B"
"39408","10027194","C"
"39409","10027195","H"
"39410","10027196","H"
"39411","10027197","H"
"39412","10027198","H"
"39413","10027198","F"
"39414","10027198","B"
"39415","10027198","G"
"39416","10027199","H"
"39417","10027199","F"
"39418","10027200","H"
"39419","10027201","B"
"39420","10027201","H"
"39421","10027201","F"
"39422","10027202","H"
"39423","10027203","H"
"39424","10027204","H"
"39425","10027205","H"
"39426","10027206","H"
"39427","10027206","F"
"39428","10027207","H"
"39429","10027208","H"
"39430","10027209","H"
"39431","10027210","H"
"39432","10027211","H"
"39433","10027212","H"
"39434","10027213","H"
"39435","10027214","H"
"39436","10027215","H"
"39437","10027215","A"
"39438","10027216","H"
"39439","10027217","H"
"39440","10027218","H"
"39441","10027219","H"
"39442","10027219","G"
"39443","10027220","H"
"39444","10027221","H"
"39445","10027222","H"
"39446","10027223","H"
"39447","10027224","H"
"39448","10027224","G"
"39449","10027225","H"
"39450","10027226","H"
"39451","10027227","H"
"39452","10027228","H"
"39453","10027229","H"
"39454","10027230","H"
"39455","10027231","H"
"39456","10027232","H"
"39457","10027233","H"
"39458","10027234","H"
"39459","10027234","G"
"39460","10027234","B"
"39461","10027235","H"
"39462","10027236","H"
"39463","10027237","H"
"39464","10027238","H"
"39465","10027239","H"
"39466","10027239","F"
"39467","10027240","H"
"39468","10027241","B"
"39469","10027241","H"
"39470","10027242","H"
"39471","10027243","H"
"39472","10027244","H"
"39473","10027244","G"
"39474","10027244","B"
"39475","10027245","H"
"39476","10027246","H"
"39477","10027247","H"
"39478","10027248","H"
"39479","10027249","H"
"39480","10027250","H"
"39481","10027251","H"
"39482","10027252","H"
"39483","10027253","H"
"39484","10027254","H"
"39485","10027255","H"
"39486","10027255","G"
"39487","10027256","H"
"39488","10027256","B"
"39489","10027257","H"
"39490","10027257","B"
"39491","10027258","H"
"39492","10027258","F"
"39493","10027259","H"
"39494","10027259","F"
"39495","10027260","H"
"39496","10027261","H"
"39497","10027261","F"
"39498","10027262","H"
"39499","10027263","G"
"39500","10027263","H"
"39501","10027264","H"
"39502","10027265","H"
"39503","10027265","B"
"39504","10027266","H"
"39505","10027266","F"
"39506","10027267","H"
"39507","10027268","H"
"39508","10027268","F"
"39509","10027269","H"
"39510","10027270","G"
"39511","10027270","H"
"39512","10027271","G"
"39513","10027271","H"
"39514","10027272","H"
"39515","10027272","B"
"39516","10027273","F"
"39517","10027273","H"
"39518","10027274","H"
"39519","10027274","E"
"39520","10027274","F"
"39521","10027275","H"
"39522","10027275","E"
"39523","10027275","F"
"39524","10027276","H"
"39525","10027276","F"
"39526","10027277","H"
"39527","10027278","G"
"39528","10027278","H"
"39529","10027279","H"
"39530","10027279","G"
"39531","10027280","H"
"39532","10027281","H"
"39533","10027281","G"
"39534","10027282","H"
"39535","10027283","H"
"39536","10027284","H"
"39537","10027285","H"
"39538","10027286","H"
"39539","10027287","H"
"39540","10027288","H"
"39541","10027289","H"
"39542","10027290","H"
"39543","10027291","H"
"39544","10027292","H"
"39545","10027292","G"
"39546","10027293","H"
"39547","10027294","H"
"39548","10027295","H"
"39549","10027295","G"
"39550","10027296","H"
"39551","10027297","H"
"39552","10027298","H"
"39553","10027299","H"
"39554","10027299","G"
"39555","10027300","H"
"39556","10027301","H"
"39557","10027302","H"
"39558","10027302","G"
"39559","10027303","H"
"39560","10027304","H"
"39561","10027305","H"
"39562","10027306","H"
"39563","10027307","H"
"39564","10027308","H"
"39565","10027309","H"
"39566","10027310","H"
"39567","10027310","G"
"39568","10027311","H"
"39569","10027312","H"
"39570","10027313","H"
"39571","10027314","H"
"39572","10027315","H"
"39573","10027316","H"
"39574","10027317","H"
"39575","10027318","H"
"39576","10027319","H"
"39577","10027320","H"
"39578","10027321","H"
"39579","10027322","H"
"39580","10027322","G"
"39581","10027322","B"
"39582","10027323","H"
"39583","10027323","G"
"39584","10027324","G"
"39585","10027324","H"
"39586","10027325","H"
"39587","10027326","H"
"39588","10027327","H"
"39589","10027327","G"
"39590","10027328","G"
"39591","10027328","H"
"39592","10027329","H"
"39593","10027329","G"
"39594","10027330","H"
"39595","10027330","G"
"39596","10027331","H"
"39597","10027332","H"
"39598","10027333","H"
"39599","10027334","H"
"39600","10027335","H"
"39601","10027336","H"
"39602","10027337","H"
"39603","10027338","H"
"39604","10027339","H"
"39605","10027340","H"
"39606","10027340","G"
"39607","10027341","H"
"39608","10027342","H"
"39609","10027343","H"
"39610","10027344","H"
"39611","10027344","G"
"39612","10027345","H"
"39613","10027346","G"
"39614","10027346","H"
"39615","10027347","H"
"39616","10027347","G"
"39617","10027347","C"
"39618","10027348","H"
"39619","10027349","G"
"39620","10027349","H"
"39621","10027350","H"
"39622","10027351","H"
"39623","10027352","H"
"39624","10027353","H"
"39625","10027354","H"
"39626","10027355","H"
"39627","10027356","H"
"39628","10027357","H"
"39629","10027358","H"
"39630","10027359","H"
"39631","10027360","H"
"39632","10027360","G"
"39633","10027361","H"
"39634","10027361","A"
"39635","10027361","G"
"39636","10027362","H"
"39637","10027362","A"
"39638","10027362","G"
"39639","10027363","H"
"39640","10027363","G"
"39641","10027364","H"
"39642","10027365","H"
"39643","10027366","H"
"39644","10027367","H"
"39645","10027367","G"
"39646","10027368","H"
"39647","10027369","H"
"39648","10027370","H"
"39649","10027371","H"
"39650","10027371","G"
"39651","10027372","H"
"39652","10027373","H"
"39653","10027374","H"
"39654","10027375","H"
"39655","10027376","H"
"39656","10027377","H"
"39657","10027378","H"
"39658","10027379","H"
"39659","10027380","H"
"39660","10027381","H"
"39661","10027382","H"
"39662","10027384","H"
"39663","10027385","H"
"39664","10027386","H"
"39665","10027387","H"
"39666","10027388","H"
"39667","10027389","H"
"39668","10027390","H"
"39669","10027391","H"
"39670","10027392","H"
"39671","10027393","H"
"39672","10027394","H"
"39673","10027395","H"
"39674","10027396","H"
"39675","10027397","H"
"39676","10027398","H"
"39677","10027399","H"
"39678","10027400","H"
"39679","10027401","H"
"39680","10027402","H"
"39681","10027403","H"
"39682","10027404","H"
"39683","10027405","H"
"39684","10027406","H"
"39685","10027406","G"
"39686","10027407","H"
"39687","10027408","H"
"39688","10027409","H"
"39689","10027410","H"
"39690","10027411","H"
"39691","10027411","G"
"39692","10027412","H"
"39693","10027413","H"
"39694","10027414","H"
"39695","10027415","H"
"39696","10027416","H"
"39697","10027417","H"
"39698","10027418","H"
"39699","10027419","H"
"39700","10027420","G"
"39701","10027420","H"
"39702","10027421","H"
"39703","10027422","H"
"39704","10027423","H"
"39705","10027424","H"
"39706","10027425","H"
"39707","10027425","G"
"39708","10027426","H"
"39709","10027427","H"
"39710","10027428","H"
"39711","10027429","H"
"39712","10027430","H"
"39713","10027431","H"
"39714","10027432","H"
"39715","10027433","H"
"39716","10027433","G"
"39717","10027434","H"
"39718","10027435","H"
"39719","10027436","H"
"39720","10027437","H"
"39721","10027438","H"
"39722","10027439","H"
"39723","10027440","H"
"39724","10027441","H"
"39725","10027442","H"
"39726","10027443","H"
"39727","10027444","H"
"39728","10027445","H"
"39729","10027446","H"
"39730","10027447","H"
"39731","10027447","G"
"39732","10027448","H"
"39733","10027449","H"
"39734","10027450","H"
"39735","10027451","H"
"39736","10027452","H"
"39737","10027453","H"
"39738","10027454","H"
"39739","10027455","H"
"39740","10027456","H"
"39741","10027457","G"
"39742","10027457","H"
"39743","10027458","H"
"39744","10027459","H"
"39745","10027460","H"
"39746","10027461","H"
"39747","10027462","H"
"39748","10027463","H"
"39749","10027464","H"
"39750","10027465","H"
"39751","10027466","H"
"39752","10027467","G"
"39753","10027467","H"
"39754","10027467","E"
"39755","10027468","H"
"39756","10027469","H"
"39757","10027470","H"
"39758","10027471","H"
"39759","10027472","H"
"39760","10027472","G"
"39761","10027473","H"
"39762","10027473","G"
"39763","10027474","H"
"39764","10027475","H"
"39765","10027476","H"
"39766","10027476","G"
"39767","10027477","H"
"39768","10027477","G"
"39769","10027478","G"
"39770","10027478","H"
"39771","10027479","H"
"39772","10027480","H"
"39773","10027481","H"
"39774","10027481","G"
"39775","10027482","H"
"39776","10027482","G"
"39777","10027483","G"
"39778","10027483","H"
"39779","10027484","H"
"39780","10027484","G"
"39781","10027485","H"
"39782","10027486","H"
"39783","10027487","H"
"39784","10027487","G"
"39785","10027488","H"
"39786","10027489","H"
"39787","10027489","G"
"39788","10027490","H"
"39789","10027491","H"
"39790","10027491","G"
"39791","10027492","H"
"39792","10027492","G"
"39793","10027493","H"
"39794","10027493","G"
"39795","10027494","H"
"39796","10027495","H"
"39797","10027495","G"
"39798","10027496","H"
"39799","10027497","H"
"39800","10027497","G"
"39801","10027498","H"
"39802","10027499","H"
"39803","10027500","G"
"39804","10027500","H"
"39805","10027501","H"
"39806","10027501","G"
"39807","10027502","G"
"39808","10027502","H"
"39809","10027503","E"
"39810","10027503","H"
"39811","10027503","G"
"39812","10027504","H"
"39813","10027504","G"
"39814","10027505","H"
"39815","10027506","H"
"39816","10027507","H"
"39817","10027508","H"
"39818","10027509","H"
"39819","10027509","B"
"39820","10027510","H"
"39821","10027511","H"
"39822","10027512","H"
"39823","10027513","H"
"39824","10027514","H"
"39825","10027515","H"
"39826","10027516","H"
"39827","10027517","H"
"39828","10027518","H"
"39829","10027519","H"
"39830","10027520","H"
"39831","10027521","H"
"39832","10027522","H"
"39833","10027522","G"
"39834","10027523","H"
"39835","10027524","H"
"39836","10027525","H"
"39837","10027526","H"
"39838","10027527","H"
"39839","10027528","G"
"39840","10027528","H"
"39841","10027529","H"
"39842","10027529","G"
"39843","10027530","H"
"39844","10027530","G"
"39845","10027531","H"
"39846","10027532","G"
"39847","10027532","H"
"39848","10027533","G"
"39849","10027533","H"
"39850","10027534","H"
"39851","10027535","H"
"39852","10027535","G"
"39853","10027536","G"
"39854","10027536","H"
"39855","10027537","G"
"39856","10027537","H"
"39857","10027538","G"
"39858","10027538","H"
"39859","10027539","H"
"39860","10027540","G"
"39861","10027540","H"
"39862","10027542","G"
"39863","10027542","H"
"39864","10027543","H"
"39865","10027543","G"
"39866","10027544","G"
"39867","10027544","H"
"39868","10027545","G"
"39869","10027545","H"
"39870","10027546","G"
"39871","10027546","H"
"39872","10027547","G"
"39873","10027547","H"
"39874","10027548","H"
"39875","10027549","H"
"39876","10027550","G"
"39877","10027550","H"
"39878","10027551","G"
"39879","10027551","H"
"39880","10027552","H"
"39881","10027553","H"
"39882","10027554","G"
"39883","10027554","H"
"39884","10027555","H"
"39885","10027556","G"
"39886","10027556","H"
"39887","10027557","G"
"39888","10027557","H"
"39889","10027558","G"
"39890","10027558","H"
"39891","10027559","H"
"39892","10027560","H"
"39893","10027560","G"
"39894","10027561","G"
"39895","10027561","H"
"39896","10027562","G"
"39897","10027562","H"
"39898","10027563","G"
"39899","10027563","H"
"39900","10027564","G"
"39901","10027564","H"
"39902","10027565","H"
"39903","10027566","H"
"39904","10027567","H"
"39905","10027569","H"
"39906","10027570","H"
"39907","10027571","H"
"39908","10027572","H"
"39909","10027573","G"
